iter	MAE
263	74.31029345
264	74.26027498
265	74.18406841
266	74.06034168
267	74.02719247
268	73.97581711
269	73.94518152
270	73.93596796
271	73.9328599
272	73.90367664
273	73.88594965
274	73.84393726
275	73.83016879
276	73.80806376
277	73.71034377
278	73.6320718
279	73.58805563
280	73.51454158
281	73.40523946
282	73.30820566
283	73.25910643
284	73.19597962
285	73.10554298
286	73.00905864
287	72.85383515
288	72.83422137
289	72.82272443
290	72.77746167
291	72.55424289
292	72.45244204
293	72.43236917
294	72.3950879
295	72.29378991
296	72.25008692
297	72.14472097
298	72.03709451
299	72.01097485
300	71.99351376
301	71.78047985
302	71.60304821
303	71.53636269
304	71.5320676
305	71.48433613
306	71.45702042
307	71.44466779
308	71.42925512
309	71.30892717
310	71.19532947
311	71.13535741
312	71.11263098
313	71.09589692
314	71.06430176
315	71.05921365
316	70.92286963
317	70.86578409
318	70.8592236
319	70.79313365
320	70.7787282
321	70.75739895
322	70.75167826
323	70.72470286
324	70.69212753
325	70.58473301
326	70.54242569
327	70.52109184
328	70.45488307
329	70.44664594
330	70.42790146
331	70.38819769
332	70.34014556
333	70.32087083
334	70.28468886
335	70.22369675
336	69.93483062
337	69.90981149
338	69.89527319
339	69.82719086
340	69.76829293
341	69.69578382
342	69.68733167
343	69.55209235
344	69.47633676
345	69.42629223
346	69.4001214
347	69.34575749
348	69.29052224
349	69.27405877
350	69.20266798
351	69.12086882
352	69.01395162
353	68.95628412
354	68.94356707
355	68.91074862
356	68.89089095
357	68.82438016
358	68.72372741
359	68.71775241
360	68.69525497
361	68.69077152
362	68.67001382
363	68.6487383
364	68.56698362
365	68.56065076
366	68.55080715
367	68.46187115
368	68.44352372
369	68.29559515
370	68.26438806
371	68.16255206
372	67.95873337
373	67.88681324
374	67.83540293
375	67.81836124
376	67.80638685
377	67.79360393
378	67.74743621
379	67.72557739
380	67.72032388
381	67.71316571
382	67.65935715
383	67.65037476
384	67.60247563
385	67.60000578
386	67.58933652
387	67.56591551
388	67.437175
389	67.43351971
390	67.40234397
391	67.37727459
392	67.3559962
393	67.33867986
394	67.29620339
395	67.20928631
396	67.19969591
397	67.1823281
398	67.11870827
399	67.10466375
400	67.07857996
401	67.05528394
402	66.98833958
403	66.94535581
404	66.91131327
405	66.89810099
406	66.8454166
407	66.82616944
408	66.7919135
409	66.78472774
410	66.76971577
411	66.61249335
412	66.60138948
413	66.49842397
414	66.46399594
415	66.41942398
416	66.34045829
417	66.28718012
418	66.24990347
419	66.24667581
420	66.20268782
421	66.15141462
422	66.13466162
423	66.11300077
424	66.11045044
425	65.95887248
426	65.93667866
427	65.92124719
428	65.89952152
429	65.86623805
430	65.83483396
431	65.82340065
432	65.80952018
433	65.80459947
434	65.77562053
435	65.7654041
436	65.75145351
437	65.74744019
438	65.70367752
439	65.61977941
440	65.60348684
441	65.59915346
442	65.59567359
443	65.52358155
444	65.49553568
445	65.48700605
446	65.47603603
447	65.42782352
448	65.34737541
449	65.31583219
450	65.30461811
451	65.24246334
452	65.15650849
453	65.13904116
454	65.06650188
455	65.0470656
456	65.03835928
457	65.02135613
458	65.0100718
459	64.97778766
460	64.92499602
461	64.88744516
462	64.834094
463	64.83198785
464	64.82662575
465	64.75910562
466	64.75730946
467	64.67144572
468	64.63532411
469	64.58416629
470	64.55540075
471	64.54535609
472	64.5312184
473	64.45271938
474	64.44064624
475	64.43645922
476	64.38443015
477	64.3037732
478	64.29472225
479	64.27709068
480	64.26599282
481	64.26412813
482	64.2042569
483	64.19543612
484	64.14810446
485	64.01552652
486	63.93123171
487	63.9124559
488	63.83698691
489	63.83526644
490	63.78187361
491	63.75581206
492	63.70093404
493	63.6781341
494	63.63386405
495	63.61409069
496	63.5038244
497	63.45135101
498	63.40920741
499	63.37109735
500	63.24575541
501	63.20790403
502	63.1898485
503	63.17682744
504	63.16226986
505	63.16106009
506	63.15956711
507	63.12789173
508	63.12113972
509	63.02395011
510	63.00162601
511	62.97030705
512	62.92308989
513	62.91951438
514	62.90536571
515	62.86369354
516	62.82199034
517	62.75937356
518	62.72571222
519	62.66049533
520	62.58082525
521	62.53265668
522	62.50973481
523	62.49304978
524	62.4341614
525	62.38107411
526	62.37969146
527	62.29984139
528	62.29676834
529	62.24674639
530	62.22428165
531	62.21658344
532	62.18540453
533	62.17593531
534	62.07305268
535	62.06757926
536	61.9945547
537	61.98618815
538	61.89677525
539	61.8739813
540	61.79681595
541	61.73390886
542	61.70446036
543	61.69511981
544	61.63927403
545	61.6331262
546	61.60869417
547	61.56852675
548	61.53742213
549	61.45181617
550	61.44418421
551	61.40306989
552	61.33296484
553	61.30519107
554	61.28516689
555	61.26528692
556	61.2058843
557	61.18820602
558	61.18548575
559	61.17382491
560	61.14459193
561	61.14085402
562	61.11585739
563	61.09391431
564	61.07095607
565	60.97344127
566	60.96791362
567	60.96472158
568	60.96257885
569	60.91891829
570	60.90944319
571	60.71540697
572	60.70475723
573	60.69462547
574	60.67381914
575	60.67031819
576	60.5746039
577	60.48281196
578	60.44591936
579	60.34509126
580	60.29234766
581	60.28549129
582	60.25503499
583	60.2468008
584	60.2230643
585	60.20652468
586	60.15228326
587	60.15033761
588	60.12463271
589	60.10793123
590	60.01640762
591	60.01213073
592	60.01049483
593	60.00380395
594	59.99954082
595	59.9617189
596	59.92322483
597	59.88832538
598	59.77828778
599	59.76793924
600	59.74423406
601	59.73286071
602	59.68587769
603	59.64289799
604	59.49033092
605	59.46872824
606	59.45643246
607	59.44095116
608	59.41256087
609	59.3302185
610	59.29759055
611	59.21691899
612	59.20851335
613	59.13975572
614	59.12933769
615	59.12461455
616	59.1123012
617	59.10841707
618	59.09734584
619	59.07411767
620	59.0465874
621	59.02597417
622	59.01128187
623	59.00943928
624	58.97103659
625	58.93752049
626	58.91519701
627	58.90624855
628	58.8918021
629	58.86088756
630	58.85768491
631	58.84195656
632	58.83840142
633	58.70730946
634	58.64181991
635	58.63039179
636	58.62840674
637	58.60451528
638	58.59017634
639	58.57725537
640	58.57448586
641	58.55575077
642	58.54525471
643	58.53031999
644	58.51134024
645	58.50492997
646	58.42168996
647	58.38706129
648	58.37824786
649	58.34164278
650	58.33565461
651	58.30671179
652	58.28120315
653	58.27172546
654	58.19071099
655	58.04089393
656	58.02776384
657	58.01578882
658	58.00893854
659	58.00503532
660	57.98384659
661	57.96006939
662	57.92485455
663	57.91860461
664	57.90660584
665	57.87855571
666	57.8654871
667	57.82637994
668	57.82221493
669	57.82062552
670	57.82030598
671	57.81849223
672	57.79928959
673	57.79738312
674	57.77549208
675	57.77187486
676	57.76954712
677	57.75925734
678	57.75484838
679	57.74372372
680	57.72035732
681	57.69377925
682	57.63847857
683	57.51246373
684	57.47001023
685	57.46287887
686	57.44068044
687	57.38910355
688	57.37753479
689	57.36815432
690	57.36456897
691	57.34681676
692	57.3361156
693	57.31380356
694	57.29574673
695	57.26463822
696	57.2572999
697	57.25581909
698	57.24602247
699	57.24115135
700	57.19555367
701	57.16263287
702	57.03260665
703	57.02093011
704	57.01997246
705	57.01698261
706	56.99431561
707	56.97449881
708	56.94845147
709	56.9372454
710	56.90592423
711	56.84701557
712	56.83015674
713	56.81698379
714	56.80255376
715	56.75419547
716	56.70799429
717	56.65799842
718	56.56577233
719	56.44166311
720	56.42928373
721	56.41885664
722	56.36020043
723	56.35466103
724	56.32222521
725	56.30666512
726	56.28757689
727	56.24238754
728	56.23421987
729	56.22208416
730	56.21777812
731	56.21312169
732	56.18644717
733	56.11553895
734	56.05875712
735	56.05435615
736	56.02361484
737	56.01642665
738	55.99585883
739	55.97069325
740	55.94989021
741	55.8892041
742	55.88708637
743	55.877055
744	55.73933172
745	55.58356921
746	55.57902429
747	55.57059842
748	55.56359838
749	55.55431192
750	55.5406816
751	55.45610155
752	55.41625489
753	55.41465459
754	55.39854528
755	55.39362892
756	55.35654168
757	55.35305123
758	55.32696228
759	55.32438755
760	55.31797375
761	55.31615338
762	55.31287587
763	55.30327618
764	55.29813357
765	55.29194663
766	55.29002237
767	55.25919203
768	55.22000083
769	55.21406508
770	55.20653864
771	55.20226302
772	55.19725319
773	55.15053975
774	55.13554444
775	55.12164731
776	55.11285974
777	55.01697428
778	55.00126866
779	54.99843152
780	54.99069763
781	54.9840589
782	54.90313468
783	54.87601254
784	54.85917052
785	54.83597662
786	54.81102853
787	54.80317813
788	54.79184829
789	54.76046191
790	54.75259482
791	54.75134324
792	54.72568795
793	54.72196186
794	54.71458905
795	54.70280179
796	54.70204425
797	54.68657348
798	54.66997363
799	54.66029929
800	54.65379457
801	54.65277341
802	54.65083341
803	54.6375627
804	54.62641618
805	54.62065073
806	54.61190926
807	54.60161853
808	54.58742349
809	54.58342752
810	54.56430179
811	54.56318824
812	54.4874272
813	54.47425306
814	54.4407726
815	54.43411456
816	54.42803591
817	54.42515161
818	54.42006702
819	54.41026766
820	54.38412825
821	54.38179836
822	54.37630666
823	54.34479697
824	54.29958889
825	54.2948186
826	54.29102859
827	54.22874848
828	54.16862717
829	54.16253189
830	54.15200126
831	54.14151957
832	54.13505257
833	54.10720843
834	54.10462319
835	54.08224919
836	54.00304884
837	54.0006563
838	53.99792681
839	53.9645685
840	53.95592397
841	53.95008428
842	53.93991291
843	53.93350145
844	53.93314601
845	53.93238606
846	53.92281604
847	53.91747275
848	53.9018453
849	53.88839542
850	53.87658214
851	53.87404874
852	53.82645582
853	53.8200234
854	53.80122096
855	53.7492238
856	53.7410232
857	53.6800259
858	53.67021951
859	53.59579258
860	53.57670081
861	53.57450822
862	53.55685034
863	53.51283631
864	53.50625959
865	53.50598137
866	53.48579641
867	53.48531955
868	53.43657934
869	53.39296131
870	53.38944261
871	53.38146949
872	53.3764345
873	53.36813982
874	53.34279704
875	53.26844426
876	53.23101622
877	53.2245154
878	53.21746688
879	53.16540508
880	53.16521868
881	53.15763895
882	53.14437844
883	53.12053262
884	53.10360966
885	53.07413258
886	53.05007219
887	53.03641348
888	53.03252339
889	53.02992912
890	53.01693915
891	53.00118152
892	52.99298072
893	52.96309256
894	52.94786228
895	52.93372204
896	52.90221798
897	52.89735646
898	52.88411182
899	52.87958228
900	52.79121361
901	52.78459793
902	52.77268115
903	52.72179415
904	52.68548761
905	52.63714899
906	52.63402157
907	52.62159999
908	52.61631784
909	52.61103772
910	52.60999133
911	52.60690476
912	52.60123914
913	52.59193014
914	52.58685911
915	52.53650494
916	52.52466758
917	52.5177692
918	52.51014238
919	52.50202659
920	52.46630358
921	52.44272804
922	52.41030959
923	52.39888864
924	52.39622207
925	52.38449648
926	52.38197037
927	52.33366314
928	52.32348394
929	52.31664059
930	52.31220116
931	52.31089526
932	52.29338453
933	52.27649975
934	52.27207087
935	52.25809585
936	52.24596118
937	52.18191019
938	52.17874062
939	52.17325665
940	52.16162696
941	52.15690274
942	52.15591182
943	52.14952592
944	52.14909352
945	52.13996635
946	52.13342093
947	52.13154071
948	52.13064631
949	52.11556756
950	52.11286568
951	52.10593223
952	52.1052379
953	51.9638764
954	51.96272889
955	51.96145873
956	51.93650666
957	51.88638012
958	51.88364738
959	51.873817
960	51.87129368
961	51.8522493
962	51.84637632
963	51.82488241
964	51.81854098
965	51.8131998
966	51.80691016
967	51.79244191
968	51.78552829
969	51.78006093
970	51.77720976
971	51.75026736
972	51.72296463
973	51.71670539
974	51.68196986
975	51.68048429
976	51.67860701
977	51.61985898
978	51.61155675
979	51.59543455
980	51.57913427
981	51.57545266
982	51.56833866
983	51.55859864
984	51.53609931
985	51.49840658
986	51.49742999
987	51.49698582
988	51.49052372
989	51.48819498
990	51.45398376
991	51.44619236
992	51.44466143
993	51.43435501
994	51.43006481
995	51.39683004
996	51.38024556
997	51.336628
998	51.31107878
999	51.30805933
1000	51.2817937
1001	51.27277975
1002	51.25278158
1003	51.24311092
1004	51.23632125
1005	51.23320438
1006	51.20545502
1007	51.20173471
1008	51.19902356
1009	51.19841714
1010	51.19505472
1011	51.19231494
1012	51.12227557
1013	51.11963178
1014	51.11051321
1015	51.10939155
1016	51.08715195
1017	51.07102449
1018	51.06055671
1019	51.0576204
1020	51.04327292
1021	51.03895497
1022	51.03003519
1023	51.02711152
1024	51.02438972
1025	51.0189783
1026	51.01608249
1027	51.01261134
1028	50.98883971
1029	50.98834046
1030	50.98174785
1031	50.96577226
1032	50.96465535
1033	50.95429501
1034	50.9536677
1035	50.95135499
1036	50.94591508
1037	50.93396777
1038	50.93329709
1039	50.92110872
1040	50.89287387
1041	50.89027115
1042	50.84162157
1043	50.83822347
1044	50.82352189
1045	50.80125822
1046	50.78868054
1047	50.77972165
1048	50.74504064
1049	50.74337258
1050	50.66862985
1051	50.65311472
1052	50.6511232
1053	50.643235
1054	50.64137224
1055	50.63512074
1056	50.63422025
1057	50.62061549
1058	50.61777341
1059	50.61711841
1060	50.58724524
1061	50.58163163
1062	50.51758484
1063	50.51754074
1064	50.50263028
1065	50.50009512
1066	50.41085403
1067	50.39850505
1068	50.39762075
1069	50.37691038
1070	50.35675396
1071	50.31605773
1072	50.25400729
1073	50.24735305
1074	50.24671572
1075	50.22711258
1076	50.22300468
1077	50.22158612
1078	50.19864239
1079	50.1962146
1080	50.19422247
1081	50.19046192
1082	50.17491426
1083	50.1693551
1084	50.16867525
1085	50.16593435
1086	50.16568934
1087	50.1623222
1088	50.14271757
1089	50.09173633
1090	50.08456313
1091	50.0603789
1092	50.04635623
1093	50.02488018
1094	50.0096564
1095	49.97726176
1096	49.97279287
1097	49.95874119
1098	49.91289116
1099	49.9026964
1100	49.89295317
1101	49.88705259
1102	49.88561907
1103	49.86111235
1104	49.85101268
1105	49.83357186
1106	49.82268834
1107	49.80522122
1108	49.78764475
1109	49.78676462
1110	49.78515766
1111	49.78315833
1112	49.78119836
1113	49.63863678
1114	49.62174199
1115	49.59429893
1116	49.57760104
1117	49.5663239
1118	49.56459104
1119	49.55678942
1120	49.55308576
1121	49.48819492
1122	49.48314521
1123	49.48221495
1124	49.47950805
1125	49.47450908
1126	49.45519953
1127	49.45462824
1128	49.4512358
1129	49.3727248
1130	49.37036198
1131	49.36747721
1132	49.36601094
1133	49.36592005
1134	49.36234094
1135	49.35314275
1136	49.33705025
1137	49.31937347
1138	49.22700528
1139	49.21209124
1140	49.19577484
1141	49.19365424
1142	49.18183684
1143	49.17943363
1144	49.1714697
1145	49.16268992
1146	49.15816792
1147	49.13754898
1148	49.13254779
1149	49.13105653
1150	49.13059447
1151	49.12915102
1152	49.10878332
1153	49.10217141
1154	49.09755892
1155	49.0803898
1156	48.99178909
1157	48.98990412
1158	48.98443259
1159	48.9842453
1160	48.96935651
1161	48.96747754
1162	48.95376225
1163	48.94891816
1164	48.9397623
1165	48.93803118
1166	48.88755531
1167	48.88525555
1168	48.8829705
1169	48.88010569
1170	48.86659621
1171	48.85064771
1172	48.7188444
1173	48.70948883
1174	48.70497876
1175	48.67172501
1176	48.65798328
1177	48.65283372
1178	48.63959861
1179	48.62967456
1180	48.57334918
1181	48.56672443
1182	48.5646018
1183	48.54321196
1184	48.53280533
1185	48.5179279
1186	48.51720253
1187	48.51631932
1188	48.51533371
1189	48.50819004
1190	48.50649126
1191	48.50416415
1192	48.50351565
1193	48.48477203
1194	48.46475494
1195	48.46181081
1196	48.45743873
1197	48.45367473
1198	48.45023609
1199	48.43464449
1200	48.42475708
1201	48.41274736
1202	48.392976
1203	48.39218786
1204	48.34845929
1205	48.34569731
1206	48.33384494
1207	48.32620521
1208	48.32416501
1209	48.31613527
1210	48.31472852
1211	48.30883864
1212	48.30589936
1213	48.30404963
1214	48.28588033
1215	48.28405195
1216	48.27784525
1217	48.25681542
1218	48.2497813
1219	48.24907619
1220	48.24879386
1221	48.2229367
1222	48.21930127
1223	48.21815005
1224	48.20973501
1225	48.20044133
1226	48.19691336
1227	48.17833991
1228	48.15350691
1229	48.15128262
1230	48.14170298
1231	48.14157706
1232	48.13772431
1233	48.13095179
1234	48.1296796
1235	48.10485799
1236	48.1020555
1237	48.10087282
1238	48.10060886
1239	48.08753405
1240	48.03253236
1241	48.03171723
1242	48.02785408
1243	48.02318815
1244	48.0220084
1245	47.99287611
1246	47.99009849
1247	47.98949049
1248	47.98134744
1249	47.97832244
1250	47.96982723
1251	47.94949791
1252	47.94422005
1253	47.94285252
1254	47.94176055
1255	47.93947806
1256	47.93834415
1257	47.8762572
1258	47.87480322
1259	47.87156526
1260	47.8686711
1261	47.86741431
1262	47.86634701
1263	47.86502498
1264	47.86054296
1265	47.86011592
1266	47.85029459
1267	47.76487239
1268	47.75971927
1269	47.75955642
1270	47.75893509
1271	47.75762592
1272	47.75493307
1273	47.75102092
1274	47.73989354
1275	47.73216493
1276	47.72193352
1277	47.72191088
1278	47.71488992
1279	47.71071248
1280	47.70152733
1281	47.70136372
1282	47.6955277
1283	47.67960614
1284	47.63955658
1285	47.63874605
1286	47.62431902
1287	47.60634148
1288	47.59916322
1289	47.5964417
1290	47.59038489
1291	47.58999477
1292	47.58361174
1293	47.56334166
1294	47.5555603
1295	47.5547651
1296	47.54617545
1297	47.54521276
1298	47.54305291
1299	47.52113201
1300	47.51720806
1301	47.51436158
1302	47.51154403
1303	47.48282863
1304	47.44727004
1305	47.44661655
1306	47.38699206
1307	47.38321283
1308	47.34350294
1309	47.33717669
1310	47.31884756
1311	47.318595
1312	47.31703283
1313	47.30865494
1314	47.30748105
1315	47.30368984
1316	47.29474199
1317	47.29214158
1318	47.26892393
1319	47.25550822
1320	47.25351409
1321	47.23771301
1322	47.21726793
1323	47.20548934
1324	47.18073662
1325	47.17559078
1326	47.17469435
1327	47.15310324
1328	47.14027561
1329	47.13830347
1330	47.12845881
1331	47.1251397
1332	47.09366234
1333	47.09077295
1334	47.08660537
1335	47.08564667
1336	47.08142806
1337	47.07743201
1338	47.0758478
1339	47.06060525
1340	47.05881811
1341	47.04408394
1342	47.04057269
1343	47.03889461
1344	47.02960766
1345	47.00664747
1346	46.99665799
1347	46.92121647
1348	46.92044061
1349	46.91926348
1350	46.91317816
1351	46.90527239
1352	46.90058665
1353	46.89033956
1354	46.88956303
1355	46.86724677
1356	46.86050075
1357	46.84841268
1358	46.84609736
1359	46.81524356
1360	46.7989177
1361	46.78878428
1362	46.78459404
1363	46.74231237
1364	46.74011734
1365	46.73982565
1366	46.73967684
1367	46.69417576
1368	46.69397633
1369	46.67389193
1370	46.66738426
1371	46.66623983
1372	46.65159443
1373	46.64501516
1374	46.64402002
1375	46.6043323
1376	46.60249941
1377	46.59142525
1378	46.58969192
1379	46.58868214
1380	46.53087455
1381	46.5282237
1382	46.51758559
1383	46.48418521
1384	46.4759122
1385	46.47537103
1386	46.47334875
1387	46.4332211
1388	46.42728703
1389	46.42574116
1390	46.42367069
1391	46.40932596
1392	46.40056113
1393	46.39924389
1394	46.3968964
1395	46.38062708
1396	46.37305459
1397	46.27523512
1398	46.26829046
1399	46.26784303
1400	46.26770146
1401	46.25899129
1402	46.25133276
1403	46.24446793
1404	46.24170466
1405	46.2397322
1406	46.21340815
1407	46.16377814
1408	46.14526368
1409	46.13596984
1410	46.12777759
1411	46.12522852
1412	46.11909044
1413	46.11883221
1414	46.10450272
1415	46.09045702
1416	46.06653933
1417	46.06496379
1418	46.0555852
1419	46.05045574
1420	46.04680093
1421	46.03121685
1422	46.01687802
1423	46.01542271
1424	46.00391403
1425	45.99472668
1426	45.98356902
1427	45.97368017
1428	45.97072591
1429	45.95792615
1430	45.95235396
1431	45.94407457
1432	45.83689978
1433	45.82748806
1434	45.81465537
1435	45.81226252
1436	45.8116262
1437	45.79306762
1438	45.79203455
1439	45.7874539
1440	45.78411762
1441	45.78136435
1442	45.77971073
1443	45.76473438
1444	45.76444704
1445	45.7639072
1446	45.76126901
1447	45.75992434
1448	45.75508211
1449	45.74501961
1450	45.7011882
1451	45.70048804
1452	45.68665803
1453	45.68392117
1454	45.67521969
1455	45.66636202
1456	45.55390809
1457	45.53088263
1458	45.52048581
1459	45.50981024
1460	45.49040102
1461	45.48994567
1462	45.48311714
1463	45.46748086
1464	45.45741038
1465	45.45378422
1466	45.44963064
1467	45.44842007
1468	45.44690023
1469	45.4275707
1470	45.42612274
1471	45.42260416
1472	45.42213248
1473	45.40863375
1474	45.40000995
1475	45.39917385
1476	45.39518025
1477	45.39445602
1478	45.34501804
1479	45.34360333
1480	45.34267075
1481	45.32252294
1482	45.32097443
1483	45.31847424
1484	45.31380435
1485	45.30962714
1486	45.29911486
1487	45.29128643
1488	45.28807844
1489	45.28678779
1490	45.28610017
1491	45.27119612
1492	45.2671574
1493	45.26543863
1494	45.25984337
1495	45.25926973
1496	45.2540041
1497	45.24362785
1498	45.2417465
1499	45.24159717
